questions,code_answers
Напишите программу на Python для нахождения суммы всех чисел в заданном списке.,"def find_sum(numbers):
    sum = 0
    for num in numbers:
        sum += num
    return sum"
Write a program to check if a given number is a perfect square.,"def is_perfect_square(num):
    if num < 0:
        return False
    elif num == 0:
        return True
    else:
        # Using the property that the square root of a perfect square is an integer
        sqrt = int(num ** 0.5)
        return sqrt * sqrt == num"
编写一个程序来检查一个给定的数字是否是一个完全平方数。,"def is_perfect_square(num):
    if num < 0:
        return False
    elif num == 0:
        return True
    else:
        # Using the property that the square root of a perfect square is an integer
        sqrt = int(num ** 0.5)
        return sqrt * sqrt == num"
Escribe un programa para verificar si un número dado es un cuadrado perfecto.,"def is_perfect_square(num):
    if num < 0:
        return False
    elif num == 0:
        return True
    else:
        # Using the property that the square root of a perfect square is an integer
        sqrt = int(num ** 0.5)
        return sqrt * sqrt == num"
与えられた数が完全な平方数かどうかをチェックするプログラムを作成してください。,"def is_perfect_square(num):
    if num < 0:
        return False
    elif num == 0:
        return True
    else:
        # Using the property that the square root of a perfect square is an integer
        sqrt = int(num ** 0.5)
        return sqrt * sqrt == num"
"Напишите программу для проверки, является ли заданное число полным квадратом.","def is_perfect_square(num):
    if num < 0:
        return False
    elif num == 0:
        return True
    else:
        # Using the property that the square root of a perfect square is an integer
        sqrt = int(num ** 0.5)
        return sqrt * sqrt == num"
Write a program to check if a given string is a valid phone number or not using regular expressions.,"def is_valid_phone_number(phone_number):
    pattern = r'^\d{3}-\d{3}-\d{4}$'
    if re.match(pattern, phone_number):
        return True
    else:
        return False"
Escribe un programa para verificar si una cadena dada es un número de teléfono válido o no utilizando expresiones regulares.,"def is_valid_phone_number(phone_number):
    pattern = r'^\d{3}-\d{3}-\d{4}$'
    if re.match(pattern, phone_number):
        return True
    else:
        return False"
"Напишите программу для проверки, является ли заданная строка допустимым номером телефона с использованием регулярных выражений.","def is_valid_phone_number(phone_number):
    pattern = r'^\d{3}-\d{3}-\d{4}$'
    if re.match(pattern, phone_number):
        return True
    else:
        return False"
Write a Python program to calculate the area of a circle given its radius.,"def calculate_area(radius):
    area = math.pi * radius**2
    return area"
एक पायथन प्रोग्राम लिखें जो उसके त्रिज्या दिए गए एक वृत्त के क्षेत्रफल की गणना करे।,"def calculate_area(radius):
    area = math.pi * radius**2
    return area"
